,0,1
0,raise,2.566293581558762
1,slate,2.556507759902329
2,trace,2.55570123706088
3,crate,2.5517931583766087
4,irate,2.548264318353201
5,arise,2.5466087117230014
6,stare,2.5405810515684095
7,least,2.528181167009933
8,snare,2.525807339644701
9,alert,2.523139186020256
10,arose,2.522964169053245
11,crane,2.5222989327890923
12,saner,2.518240953725989
13,stale,2.514456562422753
14,react,2.511751870315138
15,alter,2.5098793142701408
16,later,2.508150850887109
17,leant,2.5063038744686237
18,trade,2.501797897981356
19,roast,2.493769264111622
20,learn,2.4933583757753777
21,cater,2.4901411945428618
22,trice,2.4873928308087803
23,heart,2.4823894901982304
24,parse,2.4791361716550746
25,scare,2.4775188470727003
26,aisle,2.474065106387154
27,saute,2.473598426083989
28,alone,2.4731630227529986
29,store,2.4721882531883375
30,share,2.4701496823334197
31,grate,2.4695070542392927
32,alien,2.467778105993808
33,trail,2.4639958351872644
34,teary,2.461154425394394
35,train,2.4593483905804803
36,snore,2.458413379723738
37,caste,2.458157668840604
38,siren,2.4567487313565484
39,atone,2.455862895714556
40,rinse,2.4557582171263372
41,scale,2.4532899556116057
42,dealt,2.4527061484576422
43,plate,2.450330387047202
44,spare,2.449687824890266
45,renal,2.449002888953326
46,saint,2.4472449857763046
47,trial,2.447112483193484
48,glare,2.4448721240962183
49,slice,2.444759926601358
50,solar,2.44411102989156
51,shale,2.4432165941448822
52,lance,2.442604602825085
53,crone,2.4425510080303323
54,stair,2.441785926443956
55,taper,2.440629612444306
56,clear,2.4405686334396828
57,pearl,2.4404250384807873
58,slant,2.439599359968756
59,sonar,2.4379575997911576
60,tenor,2.4372217975019477
61,stole,2.437042697707256
62,hater,2.4325458207239676
63,route,2.4320675677978416
64,blare,2.4292308536908265
65,tread,2.4288831931654373
66,cleat,2.4286757347655867
67,canoe,2.426689738788512
68,plane,2.4255419146457027
69,tripe,2.4252774546507916
70,rouse,2.4243872951848884
71,tried,2.4236437327322244
72,crest,2.422848222142922
73,paler,2.4224251092467974
74,steal,2.42110975047594
75,loser,2.419774250898975
76,sauce,2.4195341334379803
77,large,2.4195187786413985
78,shire,2.4187413149807013
79,tamer,2.4187390379358846
80,suite,2.4170830100112077
81,stone,2.415089418120216
82,great,2.41501236883602
83,noise,2.4126218566837765
84,earth,2.4119090620896633
85,leapt,2.4118979078783505
86,trope,2.4116228492686935
87,shear,2.4114154041704983
88,truce,2.4109876666237993
89,horse,2.4106635363402567
90,close,2.4106177482218625
91,grace,2.4078703466453413
92,score,2.407752088558684
93,adore,2.407714848006479
94,lapse,2.406812014448798
95,table,2.405441663133272
96,shore,2.404724011122886
97,paste,2.4039074032974352
98,cause,2.4037190364244676
99,coast,2.4032358956434687
100,aider,2.4023004113100277
101,lathe,2.4021101602411994
102,yeast,2.4007979625633795
103,slain,2.3994402846591316
104,drone,2.3991836064574033
105,brace,2.3986440177444788
106,liner,2.39784481418981
107,clone,2.3972196856192647
108,leash,2.3970077623303765
109,haste,2.3968399962481413
110,place,2.396617610018807
111,risen,2.395557957735597
112,meant,2.3953330771867987
113,beast,2.3947389692733174
114,prose,2.393121842090571
115,cairn,2.393012561177907
116,satin,2.392967936398836
117,prone,2.3922047373731843
118,range,2.391690773671476
119,flare,2.3915664758847406
120,spire,2.390577506732174
121,snarl,2.390272194229555
122,realm,2.3901947819745812
123,yearn,2.38955827644961
124,layer,2.3883024203859073
125,stern,2.387675042208222
126,resin,2.387105749759777
127,louse,2.3864589901444107
128,carol,2.386360038748162
129,urine,2.3861654098307326
130,pleat,2.3860465239535724
131,since,2.385906280854156
132,spear,2.3848954309447765
133,drape,2.384820869893381
134,cadet,2.3845527718574036
135,tribe,2.383939122115619
136,trash,2.3832167545935405
137,snort,2.3831887017038094
138,slide,2.383179562373866
139,ratio,2.3830029624824647
140,triad,2.3823032886145175
141,inert,2.3812982966294567
142,lager,2.3810444154602375
143,plier,2.380838587185246
144,coral,2.3807696064539106
145,early,2.3804757305819284
146,tonal,2.379088227922756
147,caper,2.3790043590339227
148,panel,2.378873990299053
149,enact,2.3781731409140625
150,clean,2.377989675276308
151,merit,2.377740306044883
152,baler,2.377242360421444
153,arson,2.3771392336677684
154,curse,2.376697230689377
155,stage,2.376436313970449
156,reach,2.3763344163579823
157,price,2.37597457235864
158,spore,2.375695879669426
159,their,2.375580645885891
160,snail,2.3750076734452077
161,heist,2.3739929704915337
162,cedar,2.3739683192285455
163,talon,2.37365319147496
164,salon,2.372400022601932
165,relay,2.371301629743248
166,nurse,2.369605451221817
167,poise,2.3682796202908323
168,laden,2.367372775664709
169,petal,2.367135187694109
170,space,2.3658235079794494
171,those,2.3655355466441366
172,feast,2.3643820809065432
173,dance,2.3640315528234317
174,safer,2.3639086040333157
175,chase,2.362759499267534
176,teach,2.3627064570935064
177,inter,2.362593812910566
178,spite,2.36249515971717
179,baste,2.362476018630888
180,smear,2.3624610504925294
181,cruel,2.362200941386812
182,stain,2.3621868990971127
183,ramen,2.361953518299522
184,sedan,2.3616602461466574
185,tapir,2.3608934081127497
186,stein,2.360691412201188
187,slime,2.3603920223941057
188,inlet,2.360081039982672
189,peril,2.3600380391540794
190,shine,2.359056258973691
191,slope,2.358975922910343
192,cried,2.3587960822136096
193,tilde,2.3587705131966787
194,pause,2.3578519062221086
195,grade,2.356297892652402
196,heard,2.355201216857975
197,outer,2.355057820324034
198,haute,2.354993590548846
199,shalt,2.3547076581389277
200,trend,2.354271978144198
201,farce,2.354174790390305
202,islet,2.353811519875828
203,droit,2.3532453509126383
204,false,2.3531066196938193
205,shone,2.352812202547337
206,brine,2.352152230720763
207,borne,2.3521095692047207
208,water,2.3519215370022235
209,eclat,2.351566292874684
210,onset,2.3511495363120742
211,drain,2.3509934842786153
212,plait,2.3509555596098473
213,scone,2.3508064081892353
214,chore,2.3507131060450708
215,utile,2.350702877775908
216,grant,2.350674521034691
217,satyr,2.350492154367217
218,regal,2.348342222207687
219,taker,2.3482511664871972
220,smart,2.3480521822507234
221,agile,2.3476525312016685
222,poser,2.3472205327974036
223,grape,2.3469628504756868
224,artsy,2.3465685612418308
225,afire,2.3463785296883826
226,timer,2.3457448823512386
227,cable,2.34547809924601
228,penal,2.345411025358755
229,remit,2.3452896146997686
230,tiger,2.3451331932765753
231,anode,2.3446525884203937
232,crime,2.3441269141187275
233,write,2.3426302531482714
234,spiel,2.341792901722241
235,scant,2.3413770075997595
236,bleat,2.3399299043165547
237,acute,2.339386881956733
238,forte,2.3393767786472774
239,hotel,2.3383599883283877
240,polar,2.3383582089040207
241,metal,2.3380112778471998
242,diner,2.3379835013039765
243,argue,2.337355734106658
244,smite,2.3368613841192016
245,skate,2.3359506097167566
246,chart,2.3357746651371905
247,leach,2.335582041676983
248,smile,2.334934410207752
249,slept,2.3340522990677
250,paint,2.3338526308983383
251,wrote,2.3330288802095
252,shade,2.332858802658496
253,sober,2.332725166144336
254,delta,2.3327049452849757
255,cutie,2.3323277073727304
256,rainy,2.3318428708270487
257,relic,2.3304870172138124
258,plant,2.3298071846402366
259,anger,2.3295356104953076
260,slave,2.3293478184768257
261,spine,2.3291359256519923
262,phase,2.3290227894237643
263,purse,2.328922905582628
264,shirt,2.328673146315615
265,loath,2.3279910988396275
266,camel,2.327853389757534
267,short,2.327304269535679
268,actor,2.327212923093228
269,shape,2.327087853939432
270,lithe,2.326835188502493
271,salty,2.326741080645074
272,grail,2.3266313301382167
273,aside,2.3264678438202737
274,cream,2.3264265622571147
275,court,2.326279589522325
276,stead,2.3257822535669876
277,feral,2.3257493635247415
278,snide,2.3256302543010383
279,heron,2.3244530669561487
280,anime,2.324310608238302
281,cheat,2.3235234755273724
282,crave,2.323050505046303
283,worse,2.3228870564512514
284,alike,2.322785169332505
285,snipe,2.322388613742913
286,crept,2.322299752001234
287,nicer,2.321898809456055
288,angle,2.3216212779318592
289,prune,2.3214860381067832
290,stray,2.321349158245507
291,payer,2.321141863419864
292,smote,2.3209305780310974
293,ready,2.320895694927413
294,recut,2.3208334661615435
295,death,2.320577872806204
296,pride,2.320347690136345
297,acorn,2.320129001123209
298,stake,2.318999895292635
299,older,2.318761534661404
300,scent,2.3185804012638753
301,spelt,2.3174259422343786
302,waste,2.3173127105247446
303,salve,2.3171885226002846
304,goner,2.3168129061258447
305,beard,2.3159725525308614
306,boast,2.315469847640151
307,glade,2.314804016405878
308,print,2.3147239461210205
309,motel,2.314688174193325
310,miser,2.3143408453710785
311,unite,2.313792638487404
312,carve,2.3128116320710257
313,cider,2.3127518052931375
314,pried,2.312565162564433
315,after,2.311995228363961
316,chair,2.3108056757137767
317,molar,2.310527794567211
318,brute,2.3103535247036984
319,ripen,2.3101835830761073
320,swear,2.3100852484827263
321,roach,2.309876131354994
322,drake,2.3096119599867104
323,spade,2.3093085449814583
324,shame,2.309149203791239
325,recap,2.3089753479949437
326,gloat,2.3089176877773183
327,snake,2.308383536375347
328,style,2.3083448053633484
329,grain,2.3080948311111653
330,valet,2.3075164269076356
331,metro,2.307425255873447
332,surge,2.3071879542280853
333,crash,2.3069263532507462
334,trove,2.3068505704017865
335,horde,2.3065430912839413
336,spice,2.3064913307950206
337,sepia,2.306415411083528
338,blast,2.306100264819031
339,lunar,2.30595300441993
340,harem,2.3052583749468827
341,crust,2.305212271715954
342,swore,2.3045237617793557
343,barge,2.3044768941161045
344,sport,2.3035004340619785
345,moral,2.3025412496749356
346,shoal,2.301716937512604
347,miner,2.301656669648433
348,reign,2.300929617720756
349,royal,2.3007758819926067
350,blade,2.3005199425135356
351,nadir,2.3001834448073364
352,strap,2.3001643426750618
353,groan,2.299035621873216
354,angel,2.2989924915675886
355,glean,2.2989847640344485
356,singe,2.2988480239929014
357,hoist,2.2987033290205225
358,wrest,2.2984713355503077
359,super,2.2983567591191667
360,brain,2.2976632005303923
361,house,2.2973207102997413
362,rouge,2.296524857104446
363,abort,2.296077208218805
364,decal,2.2953409528031274
365,copse,2.294921250576151
366,agent,2.2948730084998923
367,smelt,2.294595545552275
368,spent,2.2944979357497157
369,avert,2.2940561237698325
370,bloat,2.2939571983690383
371,chose,2.2932718118494893
372,email,2.2931102046780967
373,staid,2.2929591179159203
374,untie,2.2925894133959863
375,flier,2.2923171919371126
376,prime,2.291674537540293
377,splat,2.2916369269572296
378,plain,2.2908107197276073
379,gayer,2.2907617082519756
380,sweat,2.2907047326548833
381,crude,2.2906156686650623
382,serif,2.2905110546397607
383,maple,2.2904863732791902
384,giant,2.2900334140269196
385,manor,2.289963365031216
386,steam,2.2896572232794927
387,rifle,2.2895793199296373
388,refit,2.289238965225117
389,alive,2.288985987599643
390,stave,2.2886885469091727
391,unset,2.28785078016893
392,pulse,2.2875700305248863
393,comet,2.2875297417956997
394,rayon,2.2868267163851037
395,tidal,2.286703078246653
396,tower,2.2862317555107463
397,fetal,2.286044005778871
398,frame,2.285784884573067
399,erupt,2.2857775386192962
400,taken,2.285452996880229
401,force,2.2852854777868474
402,sower,2.28502201616182
403,ulcer,2.2849366953613246
404,tease,2.28394964219251
405,facet,2.283915477117806
406,retch,2.283347724757408
407,thorn,2.2830784794018792
408,filet,2.2828105610723273
409,adorn,2.2826663620479652
410,repay,2.2821184147730835
411,hoard,2.28197317387412
412,gruel,2.281675440103187
413,debar,2.2815752465307764
414,bathe,2.281376093353337
415,rogue,2.2813194453668273
416,dream,2.281211674348408
417,mealy,2.2811552452923376
418,radio,2.281076338731627
419,torus,2.2808327825139836
420,dairy,2.2794501760384973
421,credo,2.27930340903884
422,moist,2.279176333512611
423,gripe,2.2789822770163517
424,craft,2.278791605369898
425,stand,2.278049472779135
426,opera,2.2778843366864865
427,story,2.2778502421686344
428,skier,2.277775339216336
429,decor,2.2777355682702822
430,raven,2.2773935777174352
431,other,2.277192574308299
432,cameo,2.277187414940045
433,erase,2.2771698486563463
434,meaty,2.2771174155708622
435,guile,2.2768011724168757
436,gamer,2.27665201335484
437,amuse,2.2764557316751994
438,labor,2.2763732413665587
439,sloth,2.2763564766209288
440,frail,2.276093388905784
441,point,2.2759833937569667
442,dirge,2.2759251304149077
443,bride,2.2754156184097054
444,snout,2.275025615485085
445,flair,2.2749973991827876
446,chant,2.274893753948596
447,bread,2.274823790261876
448,pecan,2.2747155559748236
449,baron,2.274481786076025
450,trawl,2.2733373570907656
451,idler,2.2732722675985135
452,diary,2.2728945632470876
453,tardy,2.2727040686089865
454,mouse,2.272627211644316
455,olden,2.272489088911586
456,party,2.2722996218014946
457,pedal,2.271783863223868
458,ultra,2.271414563714993
459,ocean,2.271105354477457
460,shorn,2.27092469779658
461,scorn,2.2706481102176737
462,waist,2.2703052803251333
463,plied,2.270031405850703
464,grope,2.269811275558692
465,scary,2.2691559219690776
466,apron,2.268833502287684
467,solid,2.268639371806121
468,delay,2.2686302472552735
469,blame,2.2685185182275798
470,hairy,2.2680252721528547
471,rivet,2.2674735412555833
472,spilt,2.2672967359401963
473,shied,2.2672222683456535
474,filer,2.2666798191242483
475,tuber,2.266359551729405
476,opine,2.2659986311166618
477,clout,2.2658337575596184
478,creak,2.2655127622493887
479,ranch,2.265428978183465
480,guise,2.2650283350537963
481,matey,2.264951877795663
482,boule,2.2649257020016322
483,clash,2.264910156737336
484,ashen,2.263811288363818
485,noble,2.263618858190008
486,grime,2.2632670393052043
487,ounce,2.26321595542712
488,pesto,2.2630728696246165
489,weary,2.262941161886126
490,shard,2.2624616646417826
491,daunt,2.262361205487807
492,serum,2.262334655798
493,lease,2.2613414250768265
494,plead,2.2612328950703127
495,torch,2.2609805279422126
496,brake,2.260330708282299
497,bluer,2.2586011439509375
498,ideal,2.258400264361899
499,twine,2.2581023828000597
500,posit,2.258007651515778
501,faint,2.257230294235642
502,treat,2.25719176988141
503,probe,2.2570375236035742
504,swine,2.2563488308626454
505,ankle,2.2559825543922756
506,count,2.255904411981485
507,broil,2.25564837639143
508,choir,2.2548436464785695
509,naive,2.2547969940264694
510,towel,2.2547641946832297
511,pilot,2.2545685699965494
512,slang,2.2541746916248924
513,north,2.253851451701567
514,frost,2.253840274964554
515,float,2.253701940521069
516,solve,2.253136017252391
517,cigar,2.2529290512772615
518,organ,2.2528988506749483
519,scope,2.2527154669541574
520,haunt,2.252385067447009
521,orbit,2.252180762483342
522,strip,2.2519236151297495
523,trite,2.2519141816527424
524,sugar,2.2516123414904072
525,rebut,2.25157943300254
526,entry,2.251400824256734
527,ascot,2.2506978975073597
528,clasp,2.250510446014129
529,peach,2.2505017118674093
530,chest,2.250471474139039
531,ridge,2.2502994928073528
532,terse,2.2502518238195246
533,crony,2.250211824770494
534,elate,2.250071503476373
535,whale,2.2495240178710176
536,finer,2.249427547097067
537,voter,2.2493493854421374
